,val_loss,loss
0,0.29699367695841294,0.47816413296373717
1,0.1617009706538299,0.25638968594176476
2,0.11468752396517787,0.14918080862380761
3,0.10470150308362369,0.12273392736252248
4,0.09559560669907208,0.1088244375166062
5,0.09037194812092288,0.09978849732447133
6,0.08604184486742678,0.09347429361457152
7,0.0841782275458862,0.08763268110580628
8,0.08342781354641092,0.08278782170466863
9,0.08164364947327252,0.07763971586197738
10,0.0806530215616884,0.07400074390125143
11,0.0806129156001683,0.07000411878111946
12,0.08007310793317597,0.06594988518236089
13,0.07867791195367944,0.06301426974281071
14,0.08274290068396206,0.05945046119711376
15,0.08195905130485008,0.05622776377724579
16,0.08278944805778306,0.05237070479292428
17,0.08404210261229811,0.05020315905783022
18,0.08623072196697366,0.04794137144298969
19,0.0865495048206428,0.04459920300281559
20,0.08825176363361292,0.0424657170672387
21,0.0903902757784416,0.04000662499690946
22,0.09346368240899053,0.03805526314331618
23,0.09377712602245397,0.036763010144151266
24,0.09452012284048672,0.03380315283398411
25,0.09846670951308875,0.03325026412887362
26,0.09947412204125831,0.031494850887920846
27,0.09968643275828197,0.029627750628469396
28,0.10301092935019526,0.02878019599241422
29,0.10233294167395296,0.026894490103421535
30,0.10373855587737314,0.026470202377599304
31,0.1071914326528023,0.02510189002748182
32,0.10643438147059803,0.0236330267309854
33,0.10799886337642012,0.023197590838988952
34,0.11173501919055807,0.022067441984516458
35,0.11062116330039912,0.021234248360080508
36,0.11553347419048178,0.02072531832626829
37,0.11905065795470929,0.019587312683071505
38,0.12068596019827087,0.018522139883923497
39,0.11190520252647071,0.018148115437534505
40,0.12088545848583353,0.01795483232471953
41,0.12135947649848872,0.017059630437407585
42,0.1255794100720307,0.016629564493152612
43,0.1231053124727874,0.01616062144330222
44,0.12277835093695542,0.015478327794111285
45,0.1259371042251587,0.014840541774327165
46,0.12514037972894207,0.014693293531127737
47,0.12746865019716067,0.014414565952528232
48,0.12942670285701752,0.013881804528459392
49,0.1299284293219961,0.013549641671785016
50,0.13644094354119793,0.013178828599789331
51,0.13411491955148763,0.01259664962606641
52,0.13286187525453239,0.01242815823697409
53,0.13524348365849462,0.012374570749875255
54,0.12994133578292255,0.012009165827107628
55,0.1342813850476824,0.01285603217996997
56,0.1399457441835568,0.011916436825364952
57,0.13481735258266844,0.010988023362919833
58,0.13900992402742648,0.01062017475740461
59,0.14080084552024974,0.010555710119258401
60,0.1395092824923581,0.01056156732363531
61,0.13859049847413754,0.01014313904200146
62,0.13996061657009454,0.009793259653766455
63,0.14784547686576843,0.009648316408949358
64,0.14779309003517546,0.009213194156768906
65,0.13919432743869978,0.009028924429431083
66,0.14790926847992272,0.009150448652502165
67,0.14877976836829349,0.008896997519466062
68,0.14475054396637554,0.009146796977134579
69,0.15313787013292313,0.008526922612583695
70,0.1467402045582903,0.008770542763905242
71,0.14405819979207268,0.0085982566655589
72,0.15057721168830476,0.008009609379863591
73,0.1398096395463779,0.008517105289751645
74,0.1532346798942007,0.008158808614527948
75,0.15363473933318567,0.007918364039389095
76,0.15239979455183292,0.007758752013560523
77,0.14733984090130905,0.007573669756611972
78,0.15272847229036793,0.007216076021640462
79,0.15235704491878377,0.007417090626673085
80,0.1436721071087081,0.008124747818766128
81,0.15486711571956502,0.007059776325958728
82,0.15284951956107698,0.006936598705181937
83,0.16159034546079307,0.006942075425256585
84,0.15553795983051433,0.006619850367328273
85,0.154018127198877,0.0064900729632620825
86,0.15539177327320494,0.006602198777547722
87,0.14063804750812464,0.0064027208497394825
88,0.16543254513165045,0.006510822867709283
89,0.15846875926543927,0.007014574303341976
90,0.15839015795239086,0.006330721835537529
91,0.15674914214117774,0.006404120376124916
92,0.15759644888598343,0.0059809106113556595
93,0.15560675926249604,0.006175117733222361
94,0.15994931089467015,0.005986229355935198
95,0.15723125842110863,0.005609850997664292
96,0.1606584725708797,0.005524515284207311
97,0.16198642115140782,0.006034363957732545
98,0.1529829121869186,0.005868418905677925
99,0.16737164197296933,0.005805948460126813
100,0.1531789467252534,0.0064168352515206134
101,0.16425432881404614,0.005656983179489813
102,0.1561022336626875,0.005493084018867086
103,0.1585856244481843,0.005600343593866416
104,0.16163908972822386,0.006278652769550784
105,0.166201732795814,0.004996601011820478
106,0.1651161189736991,0.004840736335303176
107,0.1613512208749508,0.005489775635312372
108,0.15873182025449029,0.004875897360452931
109,0.1665253921829421,0.004765576281601545
110,0.1545233947449717,0.005432233683776273
111,0.16633992359556002,0.005621031288928346
112,0.1691683941874011,0.00492971988258314
113,0.15864804335709276,0.004933608161545723
114,0.166398656265489,0.004794201340054884
115,0.1599430195216475,0.004600816760547098
116,0.1679607157049508,0.00446146234076465
117,0.15325771374949093,0.005016494752584156
118,0.16419443796420918,0.0052700162098780375
119,0.1723734438419342,0.004624152085119099
120,0.16233305170618254,0.004426390344063193
121,0.1604318685572723,0.004989254056510836
122,0.16344445198774338,0.004558863146114646
123,0.16611889107473965,0.004401088787183516
124,0.1685921549797058,0.00417489920811081
125,0.17087453244061307,0.003952325142167746
126,0.16127219153889294,0.004451982402094584
127,0.17021207357275076,0.0041970891224923715
128,0.15872841662374035,0.004061909973232351
129,0.17325593633898373,0.004283265522288295
130,0.1683068080195065,0.004230959990923583
131,0.16536682587245416,0.0038051651929212763
